Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA.BC.4072.01B	0.00883301249117204	0	0.0200443066119082	0	0	0.307336022192354	0.0168914790722994	0	0.000362961671212276	0	0	0.0390808673216985	0.0129931437351314	0.133399158693787	0.202163319543709	0.153160339862588	0.0534244205238971	0	0.0523109682802441	0	0	0	0.04	0.151236825482086	1.04828581633807
TCGA.BC.4073.01B	0.0803056233417687	0	0.0512834402180174	0.0766998985063627	0	0.180944837808199	0.015455987190389	0.0282300774794447	0.0403974596429821	0	0	0.0224453724780535	0.0242571581909117	0.211573677840729	0.0605483217880402	0.123238562875859	0	0	0.0374207106242455	0	0	0.0471988720149976	0.04	0.161397878491446	1.0213415387498
TCGA.BC.A10Q.01A	0.0600436899736873	0	0.000752222443952467	0.0506768154393542	0	0.17730408578405	0	0	0.0644781054139114	0	0.0244244458389019	0.0362961859607662	0.136917716666976	0.0337160609535957	0.0326808542057445	0.35406840399173	0	0	0.0286414133273303	0	0	0	0.72	-0.00188765475915959	1.09335579664847
TCGA.BC.A10R.01A	0.0574353747581558	0	0	0	0	0.239679651329299	0	0	0.0447933965339647	0	0	0.0735136639073052	0.06061133991575	0	0.0403980778661257	0.408287340039414	0	0	0.0651279713958609	0	0	0.0101531842541242	0.96	-0.035032443533898	1.10824080451765
TCGA.BC.A10S.01A	0.0618937137240629	0	0	0.0834286587968394	0	0.18643098919839	0	0	0.048578969219748	0	0.0315418345729289	0.0354234785333552	0.0240245619113712	0.015681416402651	0.0250669573800987	0.475935784318873	0	0	0.0119936359416812	0	0	0	0.72	-0.000704634967694297	1.1069567645965
TCGA.BC.A10T.01A	0.0894419049916097	0	0	0.0863072452793594	0	0.210742160072664	0	0	0.0194729116004097	0	0	0.0609288238404869	0.0307424146841061	0	0.0630850675741338	0.303440970207353	0.00730399494951621	0	0.128534506800361	0	0	0	0.84	-0.0236969728566558	1.09496424169044
TCGA.BC.A10U.01A	0.121850336261645	0	0	0.0417021457872404	0	0.15375470050913	0	0.00898761723692293	0.0283240720288277	0	0	0.0505435948029975	0.0153796693162155	0.11852854039235	0.0140579321986272	0.418886022112776	0	0	0.0279853693532673	0	0	0	0.36	0.0420517195602114	1.08819230697184
TCGA.BC.A10W.01A	0.00423812470437404	0	0.0034437923210775	0	0	0.180471054153319	0	0.0333597024304408	0.0218718965792658	0	0.033479249767569	0.0419201164635396	0.0229352683942985	0.161298464409833	0.0486316342317785	0.350851685651098	0.0177255226903662	0	0.0797734882030397	0	0	0	0.7	0.000555102210147929	1.1035191774722
TCGA.BC.A10X.01A	0.00720387425612054	0	0.0241833882354332	0.0618069961981486	0	0.306643904974455	0	0	0	0	0	0	0.0691075985331724	0.0936107817469055	0.0391524331693748	0.208257050547128	0	0	0.167557737288402	0	0.000241322516053906	0.0222349125348068	0.56	0.0195370383594162	1.0768025073888
TCGA.BC.A10Y.01A	0.0737416339699713	0	0	0.0100574675101737	0	0.208658639850048	0	0.0244660170467288	0.0641848150453491	0	0.000548519402611537	0.0761098442828201	0.0887252764201768	0.0294677342200516	0.170825752533644	0.207213657450445	0	0	0.0460006422679793	0	0	0	0.64	0.00990605416316674	1.10149825492041
TCGA.BC.A10Z.01A	0.0326981661443768	0	0	0	0.00939551015439429	0.0788590221825703	0	0.201637975776736	0	0	0	0.12451074088345	0.0742061684199885	0.0620512947568941	0.01038418492225	0.234910329165701	0	0	0.169420107930423	0	0	0.0019264996632169	0.98	-0.0453904215582035	1.10825777571525
TCGA.BC.A110.01A	0.0499835749540729	0	0.0493298387560759	0.0352298526799507	0	0.253350636536765	0	0	0	0	0.0425118957370168	0	0.0700164066518441	0.0430464585058507	0.062148085558779	0.345235903872445	0	0	0.0280993117376651	0	0	0.0210480350095341	0.34	0.0482127816731239	1.06758309483348
TCGA.BC.A112.01A	0	0.00924112824368602	4.81479858624719e-05	0	0	0.420006707996627	0	0	0.0232374877902312	0	0.0444313632179685	0.0271454654410322	0.0909786329108239	0.128088179277349	0.017625314607586	0.0487981796336154	0	0	0.172842072130053	0	0.00642091299770569	0.0111364077674598	0.78	-0.0121053151765526	1.09900656333353
TCGA.BC.A216.01A	0.115161528776223	0	0.0330011284567461	0.304733941913228	0	0.100787539752375	0	0.0449950429257971	0.0704226819701824	0	0	0.0919342536096974	0.0332303581705035	0.0229641614637847	0.0823845018289884	0.0361668159365822	0	0	0.064218045195892	0	0	0	0.78	-0.0124586349530691	1.12929416165048
TCGA.BC.A217.01A	0.0368611047400766	0	0.018881121125935	0.00124776704152196	0	0.308187761949533	0	0.00781893936646858	0.0390901977115725	0.0253308216211376	0	0.0375763499242612	0.000695823600824551	0.0561156880659717	0.111729144393935	0.330751189205549	0	0	0.0257140912532137	0	0	0	0.38	0.0321513293928249	1.08715128053846
TCGA.BC.A3KF.01A	0.122250945785479	0	0	0	0	0.346410548232097	0	0	0.0487704256947981	0	0	0.0293657514467503	0.0299751619377789	0.000549791898898875	0.0723665449636498	0.277879998254111	0	0	0.0724308317864382	0	0	0	0.86	-0.0252363556042341	1.09789540398086
TCGA.BC.A3KG.01A	0.113502488909209	0	0	0.0420443982525059	0	0.278534220296994	0	0.0400989184601852	0.0560724661719655	0	0	0.0404545966456227	0.0556175497890184	0.0634039871730888	0.144863882879933	0.142704090559318	0	0	0.0190137259692176	0	0	0.00368967489294192	0.9	-0.0314653687355252	1.11578159735462
TCGA.BC.A5W4.01A	0	0	0	0	0	0.298913876392004	0	0.044364527424512	0.0767210640150718	0	0	0.0934812228281187	0.0784450883129388	0.0779460545815677	0.0936056835083009	0.135894728228996	0	0	0.10062775470849	0	0	0	0.74	-0.00582271852928857	1.09692117063765
TCGA.BC.A69H.01A	0.0104044500928248	0	0	0.037914656661032	0	0.146119723601942	0	0	0.062930858145108	0	0	0.0359496504907665	0.0278389995293973	0.387936636406072	0.0302048788175756	0.260700146255281	0	0	0	0	0	0	0.1	0.129593847094654	1.08477045671399
TCGA.BC.A69I.01A	0.0942718844214767	0	0.00195849777193726	0	0	0.196223674795623	0	0	0.0373034083349137	0	0.0240703207932757	0.0770480782561817	0.160590037158566	0.0128815704729381	0.0435233332942891	0.229098761206079	0	0	0.12303043349472	0	0	0	0.78	-0.0104570911470403	1.08573058662556
TCGA.BC.A8YO.01A	0.00160783238816444	0	0.0064949629344884	0.0178241719612816	0	0.272030910656283	0	0	0.00823704693088636	0	0	0.0950255733954138	0.0179334778437589	0.101909092468891	0.210699858829236	0.0937466823464753	0.013838719605135	0	0.160651670639986	0	0	0	0.04	0.184155854091016	1.03830676219951
TCGA.BD.A2L6.01A	0	0	0	0	0	0.425291437774615	0	0	0.000153876997924187	0	0.0547039898291835	0.0257141052159861	0.0684259062140465	0.0961709117683839	0.072475875894579	0.0603306981925216	0.0100512018280569	0	0.186681996284703	0	0	0	0.84	-0.0218646264729122	1.10416476611322
TCGA.BD.A3EP.01A	0.103727715996076	0.0321009964249753	0.0547719789619499	0.0767135583447642	0	0.37780375517787	0.0101534161791433	0	0.0408133186587823	0	0.0603844180806852	0	0.0422545060808579	0.0843006482459783	0.0698210987991071	0.0394796080033678	0	0	0	0.00705054422725931	0	0.000624436819183009	0.16	0.0867872378579352	1.06407749844053
TCGA.BD.A3ER.01A	0.00990651799274536	0	0.0102938884697773	0	0	0.388107295813654	0	0.00496836267903015	0.0543823408817801	0	0.0333123072184907	0.00881439295684469	0.075407263697774	0.270119008176701	0.0380239910559213	0.038846486388942	0.00474291012675594	0	0.0601311677855104	0	0	0.0029440667560731	0.3	0.0529652987981518	1.08056249087282
TCGA.BW.A5NO.01A	0.0597394024977142	0	0.168423449928496	0.0404022603529957	0	0.232064277791972	0	0.00945590852597007	0.0424784981701533	0	0	0.0473932469504677	0	0.104569458508523	0.0668956367692769	0.183521739680262	0	0	0.0450561208241685	0	0	0	0.68	0.00634544201163242	1.07006816603515
TCGA.BW.A5NP.01A	0.0129431409285648	0	0	0	0	0.301262993960687	0	0.00721088917540269	0.022137102503137	0	0	0.105644536287756	0.102372822440605	0.0863109612708889	0.10441812613975	0.121992791429585	0	0	0.135706635863623	0	0	0	0.84	-0.0213815874986668	1.10298526307734
TCGA.BW.A5NQ.01A	0.0990985495753207	0	0.0664199519468249	0.165297687971197	0	0.135929742539398	0.0433717348850528	0.0642303748132789	0.0306136398558429	0	0	0.0254648192164386	0.025490660642801	0.0473817370781058	0.107092241452045	0.147121074196519	0.00588165935217388	0	0.0366061264750019	0	0	0	0.0600000000000001	0.144120030485496	1.02737507355349
TCGA.CC.5258.01A	0.10436950596239	0	0.00342256632969253	0	0	0.225628233734156	0	0	0.045931311518398	0	0.0394519495282199	0	0.0534432162191352	0.39679237904393	0.0110046484708423	0.105155913864109	0	0	0.0148002753291275	0	0	0	0.12	0.107485175919486	1.07593454213911
TCGA.CC.5259.01A	0.0095167907857008	0	0.0282374535104538	0.178283437438563	0	0.201165863917399	0	0	0.125725573000939	0	0	0.103537818533403	0.00200063325626964	0.169126894004456	0.0422219020201373	0.100528807763562	0	0	0.039654825769115	0	0	0	0.78	-0.0120427515453952	1.12016880988061
TCGA.CC.5260.01A	0.0914681018338922	0	0	0.118949606968878	0	0.172777792018662	0	0	0.0588588899814528	0	0.0344539631949072	0.00960655624493499	0.0854600324233497	0.104318396027214	0.0424317578231756	0.251362198966878	0.0155721506803577	0	0.014740553836298	0	0	0	0.3	0.0529628000493251	1.06820245866567
TCGA.CC.5261.01A	0.0919004473490788	0.0709353397581005	0	0.0600182774826801	0	0.371218310757334	0	0	0.0411522256889539	0	0.00166820376718433	0.0317476495089399	0.0340349969026426	0.0966024233282272	0.0433935778426858	0.0705138648489757	0.0547109489468476	0	0.03210373381835	0	0	0	0.1	0.126176835635283	1.04151378508559
TCGA.CC.5262.01A	0.0457922507051251	0	0.0140662584327905	0.013731539937973	0	0.17274025578753	0	0	0.00158719174949023	0.00771978366160377	0	0.0211535192687144	0.0323284097671782	0.182368921250034	0.0777185713851039	0.208515745520387	0	0	0.149784728122488	0	0	0.0724928244115823	0.1	0.124225163668423	1.04335570878168
TCGA.CC.5263.01A	0.0392191551111731	0	0	0	0.0149457575415258	0.430665630071533	0	0	0.0464818605451479	0	0.0509425034302772	0.0103436056861799	0.0997444159913289	0.136499944271506	0.0170588677273235	0.0665235945982402	0.049674103050515	0	0	0	0	0.0379005619752497	0.8	-0.0157734370941095	1.10764352281379
TCGA.CC.5264.01A	0.158937130111447	0	0	0.0657549567067739	0	0.186195170137666	0	0.0477685246406026	0.0977420787984423	0	0	0.021875968136869	0.00100112183572463	0.0641897638289125	0.0707793920355506	0.23991820993629	0.00599329897636322	0	0.039844384855358	0	0	0	0.98	-0.0403162203147967	1.10462014124684
TCGA.CC.A123.01A	0.0359933129210681	0	0.00412191379990285	0	0.035375643367834	0.155614584457853	0.00175038404699179	0.00976903421129745	0.193828566369847	0	0.0768566908290234	0	0.109296193132517	0.26359561318863	0.00256611309628012	0.06970062110361	0.0116481574636054	0	0	0.0298831720115403	0	0	0.36	0.0376737926937995	1.08542680638307
TCGA.CC.A1HT.01A	0.00240903822520371	0	0.0118231005123306	0	0	0.134400181919666	0	0	0.00190738747782665	0	0	0.112192539811397	0.0385899288466122	0.112755305265317	0.23569565110225	0.276525943491746	0.00808846303708423	0	0.0604628960536493	0	0.00514956425691771	0	0	0.337968013521561	0.968859034900978
