Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA.CC.A3M9.01A	0	0	0.00852308122916633	0.378697094176323	0	0.00320095897820153	0.0081911867059551	0.042531793168059	0.0851756245218911	0	0	0.00882118397784588	0.0484380375861712	0	0.0784239776155999	0.327287209272641	0.0107098527681458	0	0	0	0	0	0	0.415680727747972	0.911714483935413
TCGA.CC.A3MA.01A	0.0422620971946443	0	0	0	0	0.154907738948641	0	0.00575806231968802	0.0462399903726849	0	0.0323809438184975	0.0332746202583033	0	0.572939066763343	0.00275164860896445	0.0760370559801547	0	0	0.0297751364603852	0	0.00367363927469336	0	0	0.645615619599512	0.763849854764492
TCGA.CC.A3MB.01A	0.0369391618039899	0	0	0	0	0.263903116428047	0	2.36616539720196e-05	0.0385432161886658	0	0	0.0980828914870486	0.0288214137426869	0.0782857025901664	0.093734203640056	0.271859609372692	0	0	0.0796786304270098	0	0	0.0101283926656652	0.96	-0.0364901705888754	1.11041907356829
TCGA.CC.A3MC.01A	0.00577620654583777	0	0	0	0	0.181775778141723	0	0.0160778104925036	0.0227491191392234	0	0	0.0831566305065052	0.0125793933702067	0.275809137054213	0.0672672750821108	0.227250020798224	0	0	0.105097015499178	0	0.00246161337027448	0	0.2	0.0747475110142421	1.08098869235605
TCGA.CC.A5UC.01A	0.118561608550698	0	0.0497779055959155	0.0193547028374153	0	0.138679075578745	0	0	0.0872042674358641	0	0	0.0348006570340435	0.0154556791243844	0.252208667334899	0.0634743608729756	0.179589199685665	0	0	0.0408938759493948	0	0	0	0.3	0.0550886991245846	1.07172995042498
TCGA.CC.A5UD.01A	0.10800490000001	0	0.00627992750171062	0.129810303685491	0	0.0678125317011595	0	0.0197090487471438	0.0548464696063851	0	0.0394664155640255	0.0234803898049377	0.0521940697100957	0	0.144501163356669	0.308334803426665	0	0.00133681770276934	0.044223159192937	0	0	0	0.86	-0.0274469172301508	1.11085006926125
TCGA.CC.A5UE.01A	0.0391741304883535	0	0	0.0947671183263975	0	0.195106224022401	0	0	0.0515153310383453	0	0.00641714482774876	0.0184513224700771	0.00231743220215664	0.235501191460502	0.0368804047036218	0.316170259051922	0	0	0.00369944140847493	0	0	0	0.72	-0.00131632134966041	1.11880610711311
TCGA.CC.A7IE.01A	0.0735033638338367	0	0.01341504785931	0.0716327145809817	0	0.162466320850417	0	0	0.0953006181496448	0	0.00200832458951937	0.0541699228411703	0.112490664179807	0.308513276894494	0.0560438533526803	0.0215110841246771	0.00255831116185707	0	0.0263864975816047	0	0	0	0.36	0.0406006405103213	1.08548475672546
TCGA.CC.A7IF.01A	0.0566222016534178	0	0	0.03594551419767	0	0.223016802691465	0	0	0.0900255017906174	0	0.00583468806453885	0.0968894851948228	0.0387987478244423	0.0236288527787001	0.0606224889564882	0.306702104752574	0	0	0.0619136120952634	0	0	0	0.96	-0.0362380770259773	1.10836839982425
TCGA.CC.A7IG.01A	0	0.00559296250065269	0	0	0.0787526714069465	0.0964683133009143	0	0.00320496830915756	0.141241034227851	0	0	0.12054573051349	0.0214861638029202	0.30406648155764	0.00336016405032137	0.0477349492095347	0.0165948720060903	0	0.152355624914341	0	0.0077587476951005	0.000837316505040248	0.14	0.0999177685536724	1.06640157673446
TCGA.CC.A7IH.01A	0.171847703920891	0	0	0.0727573663626984	0	0.0768170181935161	0	0.0040523475264896	0.00704955904966914	0	0.0259491317591341	0.0818925488259562	0.0344165923656542	0	0.0491333156279582	0.225104151856708	0	0	0.250980264511324	0	0	0	0.96	-0.0370105707607886	1.10780480911075
TCGA.CC.A7II.01A	0.150534571305755	0	0.0174873821851662	0.0308757379705008	0	0.0662006999481377	0	0.00807700355383255	0.0729628640426891	0	0	0.0789147327176784	0.00877388345086122	0.162010703447262	0.00442237973489653	0.393095678316364	0	0	0.0066443633268556	0	0	0	0.56	0.0205056799991184	1.10301693436232
TCGA.CC.A7IJ.01A	0.02516730209646	0	0	0.217163108009162	0	0.123845059984828	0	0.0495095981786751	0.0265237926057988	0	0	0.0057236090115919	0.0828665602190389	0	0.109846521663853	0.359354448230592	0	0	0	0	0	0	0.0600000000000001	0.148342594897008	1.0410859790259
TCGA.CC.A7IK.01A	0.150642456104821	0	0	0	0.095785603615182	0	0	0	0.0378814578938861	0	0.122034437732868	0.0300502970737604	0.116520957541286	0.0808893450848669	0.106975834620973	0.220087754903007	0	0	0.0391318554293495	0	0	0	0.82	-0.0194119001945604	1.10135432062977
TCGA.CC.A7IL.01A	0.050218433379185	0	0	0.0909876172553525	0	0	0	0.0305076958353547	0.0519501941728689	0	0.00715818320872188	0.0553457880740796	0.033957278539795	0.195929420971339	0.131337938191127	0.331710220011414	0	0	0.0208972303607624	0	0	0	0.14	0.0901722046603806	1.08219329418829
TCGA.CC.A8HS.01A	0.0449595944759911	0	0	0.0940743152283786	0	0.209998013907361	0	0	0.116783631910806	0	0.0174183102164235	0.0595389715026756	0.0182600725352452	0.194471868222576	0.0644620840573082	0.15014621212734	0	0	0.0298869258158956	0	0	0	0.82	-0.0195360651150454	1.11077089367839
TCGA.CC.A8HT.01A	0.0304649375218759	0	0	0	0	0.151290238122615	0	0.0239218560595951	0.0854109322765753	0	0	0.0606769313915312	0.0311943256100257	0.203512299788743	0.0700208180870277	0.255873617394853	0.00346261386192181	0	0.0795156083216381	0	0	0.00465582156359828	0.28	0.0580665050315815	1.07513565866664
TCGA.CC.A8HU.01A	0.104355405865444	0	0	0	0	0.157498294929924	0	0.00477790455864252	0.0724715245601527	0	0.0100465974480022	0.0658438695038897	0.0583419649400375	0.0542172505587746	0.0479888974409514	0.36609608419024	0	0	0.0435893137586999	0.0147728922452416	0	0	0.8	-0.0135613102982373	1.09782916558389
TCGA.CC.A8HV.01A	0.00272849224259041	0.0118087808596662	0.00632907958765937	0	0.0136713307258222	0.473214054124826	0	0	0.015894560380197	0	0.0816504269774078	0.0302941619956591	0.0991986303644131	0.149523258419593	0.0062955155048073	0	0.00677066033646722	0	0.102621048480892	0	0	0	0.62	0.0159108840663781	1.10029265114875
TCGA.CC.A9FS.01A	0.0653849056300445	0	0.000908320484008169	0	0	0.271805919615567	0	0.0348703881820557	0.0410919059876698	0	0	0.110195587794143	0.0640839659285111	0	0.031337354537417	0.322299442969098	0	0	0.0580222088714863	0	0	0	0.98	-0.0416692262477941	1.11044165406349
TCGA.CC.A9FU.01A	0.0195395562577132	0	0.078208254531654	0.118380012682304	0	0.173285772442093	0	0.00625245057351998	0.103223214383932	0	0.00674515819933911	0.0577815461068901	0.0150392509268258	0.144239037702608	0.0581850262626651	0.143226338784938	0	0	0.0758943811455181	0	0	0	0.86	-0.0257268974903154	1.09476752590209
TCGA.CC.A9FV.01A	0.0061837882518872	0	0.0159534518053474	0.0387040858978982	0	0.250277189622847	0	0.00293926877033432	0.0163506370154923	0	0	0.0354176881087658	0.0269422648960581	0	0	0.47322146626219	0	0.00283821612719245	0.124215586670923	0	0	0.00695635657106393	0.04	0.196560260615386	1.01505521258141
TCGA.CC.A9FW.01A	0.0622694800941209	0	0.0369262334513872	0.0992781683999051	0	0.10983314645489	0	0.00196180363145972	0.112315901487516	0	0	0.041634358809246	0.0552288122718614	0.240575636768355	0.057009353015693	0.070253437908358	0	0	0.112713667707208	0	0	0	0.6	0.0182167454808031	1.07895461417932
TCGA.DD.A113.01A	0.0605434309578494	0	0.0045502977915786	0.141691172432301	0	0.0692330976670777	0	0.00938928883718883	0.103891980505724	0	0	0.0813985682890741	0.0142036222860931	0.166697099433138	0.0621305820869973	0.212954778570312	0	0	0.0733160811426663	0	0	0	0.8	-0.0130741391132907	1.10107294231498
TCGA.DD.A114.01A	0.0514385873654419	0	0	0.0417136788667812	0	0.241076340254075	0	0.00634354599323378	0.0604302057152246	0	0	0.0446510980119046	0.07412079306867	0.209582870382807	0.16340365155362	0.0148451305927779	0.0090749053994193	0	0.0833191927960447	0	0	0	0	0.316469076977833	0.96140707851586
TCGA.DD.A115.01A	0	0	0	0	0	0.451738741873837	0	0	0	0	0.00107839691686947	0.0649477558129699	0.101961956683495	0.130882598865935	0.0701596510399522	0.0889726079563271	0.00241797476993016	0	0.0878403160806843	0	0	0	0.56	0.0197297071000512	1.08986839704651
TCGA.DD.A116.01A	0.0556325354201278	0	0.00242057345880777	0.0596239688544057	0.00633208275579245	0.0441366704220317	0	0	0.0770690077755651	0	0.00654553999672482	0.0662069248332596	0.0448407121622635	0.0970144477499199	0.0396224935530099	0.363752319460683	0	0	0.136802723557409	0	0	0	0.36	0.040215229027218	1.07840129056176
TCGA.DD.A118.01A	0.0585569347058166	0	0	0.0544797547512506	0	0.0874173423437916	0	0.000660866541389929	0.0187678950717506	0	0.0446392628915182	0	0.0901387407102683	0.0616910488620411	0.0354072397277543	0.520958425412278	0	0	0.0272824889821404	0	0	0	0.72	-0.0020376747444801	1.12025534906531
TCGA.DD.A119.01A	0.00220802631946804	0	0	0	0.0713151319634041	0.271153225043633	0	0	0.0236889101111334	0	0.0608250047119278	0	0.0378903957108668	0.326575650291966	0.069652511025264	0.0759890225803755	0.00588665189138087	0	0.0515354688856712	0	0	0.00328000146490977	0.18	0.0825567156604248	1.07758160408491
TCGA.DD.A11A.01A	0.112553432536545	0	0.00248583175159681	0.0130361816547383	0	0.0670233730560952	0	0	0.0296934306498568	0	0.0190261917024695	0.0783396817599215	0.18150274998897	0.13541565416628	0.042324283363104	0.310938305644259	0	0	0.00766088372616382	0	0	0	0.56	0.0198377809509912	1.0989588184698
TCGA.DD.A11B.01A	0.0485222664211232	0	0	0	0	0.374601166295715	0	0	0	0	0.0384359483792492	0.0308750550447585	0.045326121810031	0	0.0683784082301122	0.31266875693625	0	0	0.0811922768827606	0	0	0	0.98	-0.0519478659006037	1.11108537018013
TCGA.DD.A11C.01A	0.0560504438975467	0	0	0.000204483716476887	0	0.331484826154934	0	0	0.0306120033883355	0	0.0234645433975535	0.0855856237048586	0.0682700074400799	0.0106592095406381	0.0264963582219665	0.249651433208439	0	0.00020047471939486	0.117320592609777	0	0	0	0.82	-0.0182958711519979	1.09641556647926
TCGA.DD.A11D.01A	0.0626069698529185	0	0	0	0	0.343013663097451	0	0	0.0110693964998258	0	0	0.106225788583487	0.0433505853973858	0.0537008490914666	0.0961170880226747	0.176870528472119	0.00366603576004134	0	0.103379095222629	0	0	0	0.98	-0.0397999374426672	1.11080423223933
TCGA.DD.A1EA.01A	0.0085255353489979	0	0.030256106081463	0.0562823245579895	0	0.214437213568738	0	0.00379521805998624	0.00153922958941669	0	0	0.0440763634462149	0.043467557419638	0.17139328974183	0.147482344557191	0.0421258096838265	0.0112117401215297	0	0.21899635425977	0	0.00641091356340926	0	0.16	0.0867364253732903	1.06456873348308
TCGA.DD.A1EB.01A	0	0	0	0	0	0.32586214180315	0	0.017333628700376	0.0811493985247179	0	0.121579088105801	0	0.116294164655342	0.0845228773666576	0.0891964253265002	0.043155112689711	0.00860029858987941	0	0.112306864237865	0	0	0	0.86	-0.0276124398139435	1.10442866571871
TCGA.DD.A1EC.01A	0.0624057761958176	0	0.0226733082601141	0.181089725573973	0	0.0386139046823381	0	0.0299362277574824	0.0739578010017036	0	0.110972061736619	0.0235628259808139	0.00527811704959812	0.0787088715454713	0.128710813660033	0.214266013992225	0	0	0.0298245525638116	0	0	0	0	0.277847211217093	0.980230563552565
TCGA.DD.A1ED.01A	0.0613246135674232	0	0	0.0724334806293623	0	0.208875454141792	0	0	0	0	0.00629169759324482	0.032547721779296	0.0376600516839598	0.013929457315913	0.0203435935814189	0.339001075290481	0	0	0.176201097442462	0.0284201026267206	0	0.00297165434792709	0.64	0.0138878244377939	1.08465803442312
TCGA.DD.A1EE.01A	0.021521872148356	0	0.0024709240864748	0	0.0864488445863043	0.162758556698113	0	0.0125625160068748	0.0428870231702994	0	0.113493475201034	0.0121120272671502	0.0591779847969944	0.134841114921742	0.0382043885417809	0.102020240726272	0.00208049204213687	0	0.203340611562237	0	0.00607992824422837	0	0.64	0.0102044354729786	1.08212254560519
TCGA.DD.A1EF.01A	0.0998992035733689	0	0	0.0856906144346977	0	0.25791576097192	0	0	0.0215799869558627	0	0	0.0538710681874613	0.0495004839443231	0.226067732284931	0.0896339637944156	0.0292519089756572	0.00644712010766396	0	0.0801421567696981	0	0	0	0.56	0.0211217667485823	1.08852458554728
TCGA.DD.A1EG.01A	0.0575187605550536	0	0	0.0564012705567782	0	0.161205735337153	0	0	0.0742492245640902	0	0.00879139305231471	0.0170139131765383	0.045666161252665	0.254104447950632	0.128576519394383	0.133609296422998	0.0197844704403493	0	0.0430788072970445	0	0	0	0.04	0.173154260795489	1.0299341532368
TCGA.DD.A1EH.01A	0.0553612298719834	0	0.0206652866614741	0.0566255945925026	0	0.268068163562795	0	0	0.0149096788394629	0	0	0.049963977349636	0.0376791110854146	0.147917823177144	0.124815385204358	0.166793432455798	0.00210660502038091	0	0.0550937121790506	0	0	0	0.38	0.0373030074368728	1.08128029927122
TCGA.DD.A1EI.01A	0.019446324982946	0	0.00830132459055346	0.0154951304936603	0	0.35360329325602	0	0	0.0461472101306563	0	0	0.0488475317577887	0.0245543734517464	0.132897620945364	0.0479615172290589	0.248653490490365	0	0	0.0508217232169503	0	0	0.00327045945489071	0.74	-0.00407431042722927	1.09811923040065
TCGA.DD.A1EJ.01A	0.0185734600089521	0	0.00435003987403446	8.15301884917024e-05	0	0.144846008779163	0	0.0152406376108559	0.141545071055484	0	0.0206601472617571	0.0535772947413709	0.173858155535021	0.188407603278362	0.0118562663952719	0.0590484070702576	0.0045159094392993	0	0.163439468761679	0	0	0	0.56	0.0193467256549718	1.07846742159452
TCGA.DD.A1EK.01A	0.0321033261320392	0	0	0.0143214949365653	0	0.155498477958215	0	0	0.0570994956589727	0	0.0132695469618328	0.0514556367032688	0.0344314574003119	0.16759944380691	0.0356239623191727	0.351943394133672	0	0	0.0673086621164693	0	0	0.0193451018725702	0.14	0.0922073385020859	1.06478670632654
TCGA.DD.A1EL.01A	0.0981494028499751	0	0.00425731055362528	0	0.0157087799411537	0.176415221207734	0.000686066727035772	0.00710247366259063	0.0772452472789678	0	0.103114377351684	0	0.0524395337892535	0.242812071006635	0.00727649783376565	0.203184699118806	0.00609373555705856	0	0.00250430118500863	0	0.00301028193670749	0	0.14	0.0964390498438851	1.06067976816502
TCGA.DD.A39V.01A	0.00827144565039495	0	0	0.0190067596587705	0	0.0903614728541907	0.0025869081009892	0	0.00382610826665622	0.0875988842624621	0	0.130083044919837	0.208854793528389	0.0583672875768604	0.0706592456571706	0.17922533870936	0.0060569492507117	0	0.135101761564208	0	0	0	0.38	0.0359185452559061	1.09076650997832
TCGA.DD.A39W.01A	0.105968174129092	0	0.00707902172314039	0.0379021396889326	0	0.151438479582707	0	0	0.0406840918269772	0	0.0987959253841436	0.00693861416014626	0.106414880675159	0.0258808105699506	0.128956759833924	0.218419803569325	0	0.00455028902227444	0.066971009834228	0	0	0	0.56	0.021339633556511	1.08087682642955
TCGA.DD.A39X.01A	0.0297229489470816	0	0	0	0.10566613409042	0.11524881495435	0.000374851488508546	0	0.0487809540590683	0	0.112839729373062	0	0.0815300321772421	0.172905365860264	0.0298504515313415	0.303080717518662	0	0	0	0	0	0	0.64	0.0136451637012748	1.09863165295235
TCGA.DD.A39Y.01A	0.0978564346495401	0	0.00805171687237849	0.0216167752575208	0	0.16559058954299	0	0	0.131186871165688	0	0.0446418670771943	0.0317813529289281	0.0176919552301564	0.0818065599514868	0.00833364856375095	0.391442228760367	0	0	0	0	0	0	0.96	-0.034724717606037	1.11524726024909
TCGA.DD.A39Z.01A	0.0590849248637895	0	0	0.129987239794399	0	0.260367768842093	0	0.0170187471904737	0.0755766947375217	0	0.0124386821577334	0.104945267078166	0.037898634968149	0	0.0594372486734138	0.183749848088848	0	0	0.0594949436054131	0	0	0	0.86	-0.0244708783331139	1.11983853320983
TCGA.DD.A3A1.01A	0	0	0.00451239325216189	0	0	0.124622640913267	0.000111010325197487	0	0.0244913905734598	0.0241468829901183	0.00193061727789032	0.000530425434801357	0.0104014198991913	0.152617682400193	0.0435454034048291	0.400658592045657	0	0	0.171891547780262	0	0	0.0405399937029728	0.54	0.0217408611132185	1.10573948425592
TCGA.DD.A3A2.01A	0.0407877251688006	0	0.005118445805021	0	0.117956986931581	0.212967473455405	0	0	0.0123216981019014	0	0.0943562439374021	0.0585499168514609	0.059342192380837	0.0363916259648148	0.0731597175955485	0.111100483646876	0.00956781780417195	0	0.16837967235618	0	0	0	0.82	-0.0184985102100532	1.09965010382596
TCGA.DD.A3A3.01A	0.117075593192148	0	0.00506811037161906	0.0125917558401871	0	0.235607350521407	0	0	0.111829060175042	0	0.00251486536401119	0.0854995269775326	0.0617616317510519	0.122762719647009	0.0355381053563495	0.150520699417323	0	0	0.0592305813863203	0	0	0	0.36	0.0455070852405595	1.06907186737895
TCGA.DD.A3A4.01A	0.11117266035297	0	0.0694018287601255	0	0.0379208760735735	0.0330331693672799	0	0	0.0314178825983595	0	0.147069434230367	0.0450786352974666	0.0748078042822228	0.000125182181965099	0.0404359315985018	0.382596461486959	0	0	0.02694013377021	0	0	0	0.78	-0.0108965251069917	1.09819427552452
TCGA.DD.A3A5.01A	0.0481679234322806	0	0.00317938178045476	0	0	0.251247450115896	0.00200377080007107	0.00177931014170484	0.0106476531705544	0.144465709949015	0	0	0.027024546187759	0.185703465334188	0.0288472902602493	0.105771043200244	0	0	0.174834578919047	0	0.0145031243018491	0.00182475240668738	0.62	0.017638473795189	1.08359300856262
TCGA.DD.A3A6.01A	0.0326911726420869	0	0.0704912724445471	0.0675167736362325	0	0.200967748106619	0	0	0.121532492422043	0	0.0702757885981448	0.105709148903167	0.0510784048138388	0	0.00579627377361811	0.21493049740646	0	0.00278361389076741	0.0562268133624753	0	0	0	0.16	0.0848235017151576	1.06369355027417
TCGA.DD.A3A7.01A	0	0	0	0	0	0.347909018672662	0	0	0.00273111487808971	0	0	0.0897076951724544	0.00833094295158151	0.423742753348686	0.111147133564382	0	0	0	0.0164313414121442	0	0	0	0.14	0.0925069369460034	1.10335851239298
TCGA.DD.A3A8.01A	0.00305948358751129	0.0068818296510343	0	0	0.0635069549550555	0.25749309703404	0	0	0.00331004477847223	0	0.0942680541940647	0.0979271546269993	0.0690742427514645	0.141873076025503	0.104149763109614	0.0260844109566213	0.00664778985549067	0	0.12572409847413	0	0	0	0.38	0.0336924958713205	1.09499006066107
TCGA.DD.A3A9.01A	0.025618221614272	0	0	0.0106765512690739	0	0.389382211927012	0	0	0.0201911110221496	0	0.069232720429238	0	0.0435322017910987	0.127527726949723	0.0898190245275377	0.122568256941015	0.0248138947456448	0	0.0766380787832359	0	0	0	0.3	0.053608508441648	1.07074070614997
TCGA.DD.A4NA.01A	0.0455385363443266	0	0.039947268228411	0.0148743987452507	0	0.202250457507866	0	0	0.0632348621819663	0	0	0.0850286930848827	0.0199528081903512	0.181842149990021	0.0546092944043643	0.244435757184885	0	0	0.0432148661425271	0	0	0.00507090799514837	0.36	0.0445396857470748	1.07636765445951
TCGA.DD.A4NB.01A	0.09135338227887	0	0.018435831486997	0.0835252098805588	0	0.421842665348088	0	0	0	0	0.000886315594250223	0.0767599173935286	0.0298092793174055	0.0401840190625399	0.0376814656162388	0.195625437296696	0.00222751329467031	0	0.00166896343015732	0	0	0	0.64	0.0116893872078462	1.10428082480261
TCGA.DD.A4ND.01A	0.00648832644360696	0	0.0598474209394411	0.0388471976005756	0	0.315963325622731	0	0	0.000644509814894317	0	0	0.0280710756464825	0.0553977916173389	0.0717577744936572	0.113459847960276	0.211844606707806	0.00497583465316004	0	0.0860359924079924	0	0	0.00666629609203799	0.38	0.0351804474488176	1.07232301739287
TCGA.DD.A4NE.01A	0.161555022548626	0	0.00917998546190486	0	0	0.133113824706118	0	0	0	0.00944937030279588	0	0.0705566494453055	0.124364911218414	0.0170396024869301	0.0433773431381979	0.191503777795742	0	0	0.239859512895966	0	0	0	0.98	-0.0646461419758208	1.11054160205862
TCGA.DD.A4NF.01A	0.18904280676592	0	0.00683486351902018	0	0.101677611273609	0.0937641088166853	0	0	0.0289124824020485	0	0.0031778103026902	0.0201672204806536	0.113333796353127	0	0	0.353896762763549	0	0.0024158909766731	0.0867766463460242	0	0	0	0.84	-0.0217557126179463	1.09662898532605
TCGA.DD.A4NG.01A	0.0333686892217863	0	0	0.00695865340764631	0	0.381056678560719	0	0.0138854356438497	0.0439251625135828	0	0.0175223380937949	0.0531274640141806	0.0442422736206276	0.144932690037119	0.0768698104427502	0.137721896968998	0	0	0.0463889074749468	0	0	0	0.32	0.0519607702796962	1.07656671830901
TCGA.DD.A4NH.01A	0.00337828328422319	0	0.00214841773310823	0.0170757490264458	0	0.146806058765258	0	0	0.0663982044156976	0	0	0.0563361874556808	0	0.33331932362926	0.00893011712780003	0.0261715607515	0.0444100128526999	0	0.0331132899154492	0	0	0.261912795042877	0.0600000000000001	0.145220092081326	1.08385180206083
TCGA.DD.A4NI.01A	0.0768186397307472	0	0.013005650562584	0	0.0512333356761037	0.256254458855091	0	0	0.000294865166671947	0	0.00448888331579262	0.0515144874006136	0.102812666921387	0.0734131576074127	0.137810837306404	0.107592795003419	0	0	0.124760222453773	0	0	0	0.54	0.0239802475503145	1.08045153839653
TCGA.DD.A4NJ.01A	0.0254581733570699	0	0.0292701887352454	0.0189298350872818	0	0.289726059732624	0	0	6.48597971071048e-05	0	0.0726042045453457	0	0.0882623915292911	0.161986001223069	0.0873544482106711	0.141382055795474	0.0201145038770885	0	0.0648472781097323	0	0	0	0.2	0.0708106232869622	1.05816926385469
TCGA.DD.A4NK.01A	0.0238315867729109	0	0	0	0.0837258841076605	0.300982696321617	0	0.0083339029405524	0	0	0.140922304783295	0.0439723421475633	0.0705994460117505	0.0594547939596899	0.0428132080868035	0.0807688203550939	0.00258584240068345	0	0.142009172112379	0	0	0	0.98	-0.0399574319521224	1.11842435237453
TCGA.DD.A4NL.01A	0.119942578290856	0	0	0.0860565572206986	0	0.261651976580489	0	0	0.027407100039402	0	0.0156702557582954	0.036245699623995	0.0141251748018519	0.0515632350829537	0.0175747102321964	0.334417852222346	0	0	0.0353448601469168	0	0	0	0.86	-0.0279895455006343	1.1061712733847
TCGA.DD.A4NN.01A	0.0191083625836413	0	0	0	0.00492980507887218	0.402404782891928	0	0.0167836816445776	0.00995364619812261	0	0.13290802159924	0.00257725781344379	0.0517494517980742	0.168059245103414	0.0125105784912448	0.0893742785631855	0.010375765371587	0	0.0792651228626684	0	0	0	0.7	0.00256652580697764	1.10029819564307
TCGA.DD.A4NO.01A	0.000622692691621667	0	0	0	0.0962483695612287	0.300925925046716	0	0	0.0386757216656996	0	0.0354374980876361	0.0229965041749374	0.0702116711706356	0.122655221500292	0.0615515187551668	0.0574036144796246	0.0116142029948584	0	0.180311516975766	0	0	0.0013455428958173	0.64	0.0126717873347363	1.08606803752828
TCGA.DD.A4NP.01A	0.082451203921361	0	0.0253285098244325	0.0352955831487249	0	0.054259137785361	0	0	0.0150137918418114	0	0.0310262300341823	0.0541932321908932	0.0331971544503079	0	0.0115300562975378	0.332136112104618	0	0	0.322756304495235	0	0	0.00281268390553443	0.8	-0.0130133104780886	1.10981865658775
TCGA.DD.A4NQ.01A	0.143976334260356	0	0	0	0	0.13445758218888	0	0	0.0917578462642308	0	0.00351129263322447	0.0497752827968263	0.0867050963022227	0.23072260290841	0.0620461698071646	0.156990920218586	0	0	0	0	0	0.0400568726201	0.56	0.0211650691884498	1.0917724700435
TCGA.DD.A4NR.01A	0.00838814436197372	0	0.00957431308910077	0.221894410621406	0	0.0517996821681341	0.0198280532323474	0.00993713482725628	0.0832155558900631	0	0	0.0408177051504019	0.0400593414156513	0.106869084380316	0.0591976801933028	0.305159937960926	0.00061867824147924	0	0.0426333350130744	0	0	6.94345456671783e-06	0.02	0.21866069774675	1.00319980168045
TCGA.DD.A4NS.01A	0.0166337461304153	0	0.0268255553001841	0.114839437101533	0	0.315301892901843	0	0	0	0	0	0.0696035579092677	0.13214414257834	0.0562779484194593	0.0700222796279134	0.0891625775111417	0.00731653010828722	0	0.101872332411615	0	0	0	0.36	0.0439757694140248	1.07402738837372
TCGA.DD.A4NV.01A	0.0681183410969515	0	0	0.0479936742752716	0	0.319964467137509	0	0	0	0	0.0910998681918803	0	0.06567266787965	0.0835119569469494	0.068778026688421	0.243768605026875	0	0	0.0110923927564915	0	0	0	0.64	0.0123593822723327	1.09006321189963
TCGA.DD.A73A.01A	0.117462181335323	0	0	0.0743915361098298	0	0.453032766691767	0	0	0.000786358887087276	0	0	0.07354657920183	0.0340714562710606	0.0398020994360589	0.0574819090069681	0.115072684872656	0	0	0.0343524281874205	0	0	0	0.78	-0.0100362650674273	1.1175837530908
TCGA.DD.A73B.01A	0.0737704952973395	0	0	0.0562188597157579	0	0.167432234158736	0	0.00361978680020031	0.00788288684460722	0	0.081063509667145	0.0741903723873046	0.086409543555432	0.0343230294123689	0.0866279109568001	0.273905081839984	0	0	0.0545562893643249	0	0	0	0.98	-0.0518854258996619	1.11805907904827
TCGA.DD.A73C.01A	0.163678515143268	0	0.00198779191325715	0	0.0275171756076655	0.162678396632726	0	0	0	0.0102061183174484	0.0203745108698712	0.0140170926211454	0.0780773475605709	0	0.000780878459065486	0.342560030830566	0	0.0134921208177671	0.16053164551423	0	0	0.00409837571241843	0.94	-0.0340820215684975	1.09733203083875
TCGA.DD.A73D.01A	0.109024928026093	0	0.00797001935912941	0	0.0441513569901528	0.143827481481384	0	0	0.00526692220313444	0	0.0879668751942658	0.0880488396491918	0.101128925881419	0.0196554065466282	0.093507208077233	0.164182871542416	0	0	0.135269165048953	0	0	0	0.92	-0.032549899606983	1.10436202013688
TCGA.DD.A73E.01A	0.159407271204386	0	0.0020507709474215	0	0.0797344463353247	0.0166090694338332	0	0	0	0	0.0158833865666693	0.0698807713578311	0.0450481066053787	0.0447799078782141	0.0114183302968722	0.111054284169913	0	0.0241166454422508	0.420017009761905	0	0	0	0.8	-0.016209651827555	1.1301145585188
TCGA.DD.A73F.01A	0.0675805784089292	0	0.00315030017218084	0.207908628084306	0	0.232089024855736	0	0	0.0191066985233026	0	0	0.0769763438441762	0.0675957878664403	0.0814471490732213	0.0780169790584686	0.089524490175425	0	0	0.0766040199378138	0	0	0	0.16	0.0883915973583431	1.06573982520635
TCGA.DD.A73G.01A	0.0198416345062101	0	0	0.0480574529907251	0	0.101777947743073	0	0	0.088264172200706	0	0.0117765261937697	0.0326189587109968	0.0516276572245933	0	0.0176745582040295	0.543799155771593	0	0	0.0845619364543036	0	0	0	0.64	0.0133565102647237	1.1055462758596
TCGA.DD.AA3A.01A	0	0.0114823259614336	0	0	0.0442601377706317	0.159858496650574	0	0.0125385319493157	0.0800272067902968	0	0	0.2299734352278	0.0351348992498696	0.272770544035645	0.0466440479631176	0.00384694254782081	0.0242699650116827	0	0.0791934668418119	0	0	0	0.04	0.160044730158081	1.05682253585422
TCGA.DD.AAC8.01A	0.122683521205715	0	0.00943235428672458	0	0.0976064821323797	0.135391408412996	0	0.000481391777115754	0.0509770459723779	0	0.0745502337291135	0.0502852444644394	0.0832236651976011	0.05747729027665	0	0.30659126512438	0	0	0	0	0	0.0113000974205073	0.56	0.0206587893489816	1.08551855698945
